
====================================
            Glide Script            
====================================

mmshare         2cb27f0eb7
glide-src       1e5ffd4733
psp-src         6c93e2fe77
macromodel-src  d47a6cf2e1
epik-src        46d635d642

--------------------------------------------------------------------------------
JobId          : tscc-13-18-0-62c8bb25
Name           : glide-dock_HTVS_1
Program        : Glide
Host           : tscc-13-18.sdsc.edu
Dir            : /oasis/tscc/scratch/cseitz/docking/mtb/disulfide/oxygen_channel/oxygen_1845/lifechemicals
HostEntry      : localhost
JobHost        : tscc-13-18.sdsc.edu
JobDir         : /oasis/tscc/scratch/cseitz/docking/mtb/disulfide/oxygen_channel/oxygen_1845/lifechemicals/cseitz/glide-dock_HTVS_1
JobSchrodinger : /home/ux453813/pkg/schrodinger2021-1
Commandline    : /home/ux453813/pkg/schrodinger2021-1/glide -WAIT glide-dock_HTVS_1.in -OVERWRITE -adjust -HOST localhost:64 -NJOBS 256 -NOLOCAL
StartTime      : 2022-07-08-16:18:02
--------------------------------------------------------------------------------

Running locally: False
Max retries: 2
Input file: glide-dock_HTVS_1.in

Setting up docking job
Separating ligands...
..................................................     50000
..................................................    100000
..................................................    150000
..................................................    200000
..................................................    250000
..................................................    300000
..................................................    350000
..................................................    400000
..................................................    450000
..................................................    500000
..................................................    550000
..................................................    600000
..................................................    650000
..................................................    700000
..................................................    750000
..................................................    800000
..................................................    850000
..................................................    900000
..............................                        930464
Number of structures that are to be docked: 930464
Setting up Glide docking jobs...

Running subjobs on hosts:
  localhost (Max: 64)
Number of jobs:       256
Max retries per job:  2
Max allowed failures: unlimited
Verbosity:            normal

Starting JobDJ...

Keep one job on driver host: False
JobDJ columns:
  C: Number of completed subjobs
  A: Number of active subjobs (e.g., submitted, running)
  W: Number of waiting/pending subjobs

  C   A   W | Activity  JobId  JobName  JobHost
 12  57 187 | finished  tscc-13-18-0-62c8bd14 glide-dock_HTVS_1-0042 localhost [tscc-13-18]
 13  56 187 | finished  tscc-13-18-0-62c8bd1a glide-dock_HTVS_1-0044 localhost [tscc-13-18]
 14  55 187 | finished  tscc-13-18-0-62c8bd22 glide-dock_HTVS_1-0047 localhost [tscc-13-18]
 15  54 187 | finished  tscc-13-18-0-62c8bd2a glide-dock_HTVS_1-0050 localhost [tscc-13-18]
 16  53 187 | finished  tscc-13-18-0-62c8bd2f glide-dock_HTVS_1-0052 localhost [tscc-13-18]
 17  52 187 | finished  tscc-13-18-0-62c8bd32 glide-dock_HTVS_1-0053 localhost [tscc-13-18]
 18  51 187 | finished  tscc-13-18-0-62c8bd4a glide-dock_HTVS_1-0062 localhost [tscc-13-18]
 19  50 187 | finished  tscc-13-18-0-62c8bd4d glide-dock_HTVS_1-0063 localhost [tscc-13-18]
 19  51 186 | launched  tscc-13-18-0-62c8c50d glide-dock_HTVS_1-0070 localhost [tscc-13-18]
 19  52 185 | launched  tscc-13-18-0-62c8c50f glide-dock_HTVS_1-0071 localhost [tscc-13-18]
 19  53 184 | launched  tscc-13-18-0-62c8c512 glide-dock_HTVS_1-0072 localhost [tscc-13-18]
 19  54 183 | launched  tscc-13-18-0-62c8c514 glide-dock_HTVS_1-0073 localhost [tscc-13-18]
 19  55 182 | launched  tscc-13-18-0-62c8c516 glide-dock_HTVS_1-0074 localhost [tscc-13-18]
 20  54 182 | finished  tscc-13-18-0-62c8bcb0 glide-dock_HTVS_1-0002 localhost [tscc-13-18]
 21  53 182 | finished  tscc-13-18-0-62c8bcb3 glide-dock_HTVS_1-0003 localhost [tscc-13-18]
 22  52 182 | finished  tscc-13-18-0-62c8bcba glide-dock_HTVS_1-0006 localhost [tscc-13-18]
 23  51 182 | finished  tscc-13-18-0-62c8bcbd glide-dock_HTVS_1-0007 localhost [tscc-13-18]
 24  50 182 | finished  tscc-13-18-0-62c8bcc9 glide-dock_HTVS_1-0012 localhost [tscc-13-18]
 25  49 182 | finished  tscc-13-18-0-62c8bccc glide-dock_HTVS_1-0013 localhost [tscc-13-18]
 26  48 182 | finished  tscc-13-18-0-62c8bcce glide-dock_HTVS_1-0014 localhost [tscc-13-18]
 27  47 182 | finished  tscc-13-18-0-62c8bcd8 glide-dock_HTVS_1-0018 localhost [tscc-13-18]
 28  46 182 | finished  tscc-13-18-0-62c8bce1 glide-dock_HTVS_1-0022 localhost [tscc-13-18]
 29  45 182 | finished  tscc-13-18-0-62c8bce4 glide-dock_HTVS_1-0023 localhost [tscc-13-18]
 30  44 182 | finished  tscc-13-18-0-62c8bce6 glide-dock_HTVS_1-0024 localhost [tscc-13-18]
 31  43 182 | finished  tscc-13-18-0-62c8bced glide-dock_HTVS_1-0027 localhost [tscc-13-18]
 32  42 182 | finished  tscc-13-18-0-62c8bcf2 glide-dock_HTVS_1-0029 localhost [tscc-13-18]
 33  41 182 | finished  tscc-13-18-0-62c8bcf7 glide-dock_HTVS_1-0031 localhost [tscc-13-18]
 34  40 182 | finished  tscc-13-18-0-62c8bcff glide-dock_HTVS_1-0034 localhost [tscc-13-18]
 35  39 182 | finished  tscc-13-18-0-62c8bd01 glide-dock_HTVS_1-0035 localhost [tscc-13-18]
 36  38 182 | finished  tscc-13-18-0-62c8bd06 glide-dock_HTVS_1-0037 localhost [tscc-13-18]
 37  37 182 | finished  tscc-13-18-0-62c8bd0b glide-dock_HTVS_1-0039 localhost [tscc-13-18]
 38  36 182 | finished  tscc-13-18-0-62c8bd1c glide-dock_HTVS_1-0045 localhost [tscc-13-18]
 39  35 182 | finished  tscc-13-18-0-62c8bd2c glide-dock_HTVS_1-0051 localhost [tscc-13-18]
 40  34 182 | finished  tscc-13-18-0-62c8bd3d glide-dock_HTVS_1-0057 localhost [tscc-13-18]
 41  33 182 | finished  tscc-13-18-0-62c8bd45 glide-dock_HTVS_1-0060 localhost [tscc-13-18]
 42  32 182 | finished  tscc-13-18-0-62c8bd47 glide-dock_HTVS_1-0061 localhost [tscc-13-18]
 42  33 181 | launched  tscc-13-18-0-62c8c68b glide-dock_HTVS_1-0075 localhost [tscc-13-18]
 42  34 180 | launched  tscc-13-18-0-62c8c68d glide-dock_HTVS_1-0076 localhost [tscc-13-18]
 42  35 179 | launched  tscc-13-18-0-62c8c690 glide-dock_HTVS_1-0077 localhost [tscc-13-18]
 42  36 178 | launched  tscc-13-18-0-62c8c692 glide-dock_HTVS_1-0078 localhost [tscc-13-18]
 42  37 177 | launched  tscc-13-18-0-62c8c694 glide-dock_HTVS_1-0079 localhost [tscc-13-18]
 43  36 177 | finished  tscc-13-18-0-62c8bcae glide-dock_HTVS_1-0001 localhost [tscc-13-18]
 44  35 177 | finished  tscc-13-18-0-62c8bcc2 glide-dock_HTVS_1-0009 localhost [tscc-13-18]
 45  34 177 | finished  tscc-13-18-0-62c8bcc4 glide-dock_HTVS_1-0010 localhost [tscc-13-18]
 46  33 177 | finished  tscc-13-18-0-62c8bcc7 glide-dock_HTVS_1-0011 localhost [tscc-13-18]
 47  32 177 | finished  tscc-13-18-0-62c8bcdf glide-dock_HTVS_1-0021 localhost [tscc-13-18]
 48  31 177 | finished  tscc-13-18-0-62c8bce8 glide-dock_HTVS_1-0025 localhost [tscc-13-18]
 49  30 177 | finished  tscc-13-18-0-62c8bceb glide-dock_HTVS_1-0026 localhost [tscc-13-18]
 50  29 177 | finished  tscc-13-18-0-62c8bcf0 glide-dock_HTVS_1-0028 localhost [tscc-13-18]
 51  28 177 | finished  tscc-13-18-0-62c8bcfa glide-dock_HTVS_1-0032 localhost [tscc-13-18]
 52  27 177 | finished  tscc-13-18-0-62c8bcfc glide-dock_HTVS_1-0033 localhost [tscc-13-18]
 53  26 177 | finished  tscc-13-18-0-62c8bd09 glide-dock_HTVS_1-0038 localhost [tscc-13-18]
 54  25 177 | finished  tscc-13-18-0-62c8bd0e glide-dock_HTVS_1-0040 localhost [tscc-13-18]
 55  24 177 | finished  tscc-13-18-0-62c8bd17 glide-dock_HTVS_1-0043 localhost [tscc-13-18]
 56  23 177 | finished  tscc-13-18-0-62c8bd24 glide-dock_HTVS_1-0048 localhost [tscc-13-18]
 57  22 177 | finished  tscc-13-18-0-62c8bd27 glide-dock_HTVS_1-0049 localhost [tscc-13-18]
 58  21 177 | finished  tscc-13-18-0-62c8bd34 glide-dock_HTVS_1-0054 localhost [tscc-13-18]
 59  20 177 | finished  tscc-13-18-0-62c8bd37 glide-dock_HTVS_1-0055 localhost [tscc-13-18]
 60  19 177 | finished  tscc-13-18-0-62c8bd3a glide-dock_HTVS_1-0056 localhost [tscc-13-18]
 61  18 177 | finished  tscc-13-18-0-62c8bd3f glide-dock_HTVS_1-0058 localhost [tscc-13-18]
 62  17 177 | finished  tscc-13-18-0-62c8bd42 glide-dock_HTVS_1-0059 localhost [tscc-13-18]
 63  16 177 | finished  tscc-13-18-0-62c8bd4f glide-dock_HTVS_1-0064 localhost [tscc-13-18]
 63  17 176 | launched  tscc-13-18-0-62c8c7de glide-dock_HTVS_1-0080 localhost [tscc-13-18]
 63  18 175 | launched  tscc-13-18-0-62c8c7e0 glide-dock_HTVS_1-0081 localhost [tscc-13-18]
 63  19 174 | launched  tscc-13-18-0-62c8c7e2 glide-dock_HTVS_1-0082 localhost [tscc-13-18]
 63  20 173 | launched  tscc-13-18-0-62c8c7e5 glide-dock_HTVS_1-0083 localhost [tscc-13-18]
 63  21 172 | launched  tscc-13-18-0-62c8c7e7 glide-dock_HTVS_1-0084 localhost [tscc-13-18]
 64  20 172 | finished  tscc-13-18-0-62c8bcbf glide-dock_HTVS_1-0008 localhost [tscc-13-18]
 64  21 171 | launched  tscc-13-18-0-62c8c805 glide-dock_HTVS_1-0085 localhost [tscc-13-18]
 64  22 170 | launched  tscc-13-18-0-62c8c807 glide-dock_HTVS_1-0086 localhost [tscc-13-18]
 64  23 169 | launched  tscc-13-18-0-62c8c80a glide-dock_HTVS_1-0087 localhost [tscc-13-18]
 64  24 168 | launched  tscc-13-18-0-62c8c80c glide-dock_HTVS_1-0088 localhost [tscc-13-18]
 64  25 167 | launched  tscc-13-18-0-62c8c80f glide-dock_HTVS_1-0089 localhost [tscc-13-18]
 64  26 166 | launched  tscc-13-18-0-62c8c812 glide-dock_HTVS_1-0090 localhost [tscc-13-18]
 64  27 165 | launched  tscc-13-18-0-62c8c814 glide-dock_HTVS_1-0091 localhost [tscc-13-18]
 64  28 164 | launched  tscc-13-18-0-62c8c817 glide-dock_HTVS_1-0092 localhost [tscc-13-18]
 64  29 163 | launched  tscc-13-18-0-62c8c81a glide-dock_HTVS_1-0093 localhost [tscc-13-18]
 64  30 162 | launched  tscc-13-18-0-62c8c81c glide-dock_HTVS_1-0094 localhost [tscc-13-18]
 64  31 161 | launched  tscc-13-18-0-62c8c81f glide-dock_HTVS_1-0095 localhost [tscc-13-18]
 64  32 160 | launched  tscc-13-18-0-62c8c821 glide-dock_HTVS_1-0096 localhost [tscc-13-18]
 64  33 159 | launched  tscc-13-18-0-62c8c824 glide-dock_HTVS_1-0097 localhost [tscc-13-18]
 64  34 158 | launched  tscc-13-18-0-62c8c826 glide-dock_HTVS_1-0098 localhost [tscc-13-18]
 64  35 157 | launched  tscc-13-18-0-62c8c829 glide-dock_HTVS_1-0099 localhost [tscc-13-18]
 64  36 156 | launched  tscc-13-18-0-62c8c82c glide-dock_HTVS_1-0100 localhost [tscc-13-18]
 64  37 155 | launched  tscc-13-18-0-62c8c82e glide-dock_HTVS_1-0101 localhost [tscc-13-18]
 64  38 154 | launched  tscc-13-18-0-62c8c831 glide-dock_HTVS_1-0102 localhost [tscc-13-18]
 64  39 153 | launched  tscc-13-18-0-62c8c833 glide-dock_HTVS_1-0103 localhost [tscc-13-18]
 64  40 152 | launched  tscc-13-18-0-62c8c836 glide-dock_HTVS_1-0104 localhost [tscc-13-18]
 65  39 152 | finished  tscc-13-18-0-62c8c2c4 glide-dock_HTVS_1-0065 localhost [tscc-13-18]
 65  40 151 | launched  tscc-13-18-0-62c8c858 glide-dock_HTVS_1-0105 localhost [tscc-13-18]
 65  41 150 | launched  tscc-13-18-0-62c8c85a glide-dock_HTVS_1-0106 localhost [tscc-13-18]
 65  42 149 | launched  tscc-13-18-0-62c8c85d glide-dock_HTVS_1-0107 localhost [tscc-13-18]
 65  43 148 | launched  tscc-13-18-0-62c8c85f glide-dock_HTVS_1-0108 localhost [tscc-13-18]
 65  44 147 | launched  tscc-13-18-0-62c8c862 glide-dock_HTVS_1-0109 localhost [tscc-13-18]
 66  43 147 | finished  tscc-13-18-0-62c8c3a9 glide-dock_HTVS_1-0067 localhost [tscc-13-18]
 66  44 146 | launched  tscc-13-18-0-62c8c881 glide-dock_HTVS_1-0110 localhost [tscc-13-18]
 66  45 145 | launched  tscc-13-18-0-62c8c883 glide-dock_HTVS_1-0111 localhost [tscc-13-18]
 66  46 144 | launched  tscc-13-18-0-62c8c886 glide-dock_HTVS_1-0112 localhost [tscc-13-18]
 66  47 143 | launched  tscc-13-18-0-62c8c889 glide-dock_HTVS_1-0113 localhost [tscc-13-18]
 66  48 142 | launched  tscc-13-18-0-62c8c88c glide-dock_HTVS_1-0114 localhost [tscc-13-18]
 66  49 141 | launched  tscc-13-18-0-62c8c88e glide-dock_HTVS_1-0115 localhost [tscc-13-18]
 66  50 140 | launched  tscc-13-18-0-62c8c891 glide-dock_HTVS_1-0116 localhost [tscc-13-18]
 66  51 139 | launched  tscc-13-18-0-62c8c893 glide-dock_HTVS_1-0117 localhost [tscc-13-18]
 66  52 138 | launched  tscc-13-18-0-62c8c896 glide-dock_HTVS_1-0118 localhost [tscc-13-18]
 66  53 137 | launched  tscc-13-18-0-62c8c899 glide-dock_HTVS_1-0119 localhost [tscc-13-18]
 66  54 136 | launched  tscc-13-18-0-62c8c89b glide-dock_HTVS_1-0120 localhost [tscc-13-18]
 66  55 135 | launched  tscc-13-18-0-62c8c89e glide-dock_HTVS_1-0121 localhost [tscc-13-18]
 66  56 134 | launched  tscc-13-18-0-62c8c8a1 glide-dock_HTVS_1-0122 localhost [tscc-13-18]
 66  57 133 | launched  tscc-13-18-0-62c8c8a4 glide-dock_HTVS_1-0123 localhost [tscc-13-18]
 66  58 132 | launched  tscc-13-18-0-62c8c8a6 glide-dock_HTVS_1-0124 localhost [tscc-13-18]
 67  57 132 | finished  tscc-13-18-0-62c8c2e1 glide-dock_HTVS_1-0066 localhost [tscc-13-18]
 67  58 131 | launched  tscc-13-18-0-62c8c8c9 glide-dock_HTVS_1-0125 localhost [tscc-13-18]
 67  59 130 | launched  tscc-13-18-0-62c8c8cc glide-dock_HTVS_1-0126 localhost [tscc-13-18]
 67  60 129 | launched  tscc-13-18-0-62c8c8cf glide-dock_HTVS_1-0127 localhost [tscc-13-18]
 67  61 128 | launched  tscc-13-18-0-62c8c8d2 glide-dock_HTVS_1-0128 localhost [tscc-13-18]
 67  62 127 | launched  tscc-13-18-0-62c8c8d5 glide-dock_HTVS_1-0129 localhost [tscc-13-18]
 67  63 126 | launched  tscc-13-18-0-62c8c8d7 glide-dock_HTVS_1-0130 localhost [tscc-13-18]
 67  64 125 | launched  tscc-13-18-0-62c8c8da glide-dock_HTVS_1-0131 localhost [tscc-13-18]
 68  63 125 | finished  tscc-13-18-0-62c8c3dd glide-dock_HTVS_1-0069 localhost [tscc-13-18]
 68  64 124 | launched  tscc-13-18-0-62c8c91b glide-dock_HTVS_1-0132 localhost [tscc-13-18]
 69  63 124 | finished  tscc-13-18-0-62c8c514 glide-dock_HTVS_1-0073 localhost [tscc-13-18]
 69  64 123 | launched  tscc-13-18-0-62c8cabf glide-dock_HTVS_1-0133 localhost [tscc-13-18]
 70  63 123 | finished  tscc-13-18-0-62c8c50d glide-dock_HTVS_1-0070 localhost [tscc-13-18]
 70  64 122 | launched  tscc-13-18-0-62c8cb58 glide-dock_HTVS_1-0134 localhost [tscc-13-18]
 71  63 122 | finished  tscc-13-18-0-62c8c692 glide-dock_HTVS_1-0078 localhost [tscc-13-18]
 71  64 121 | launched  tscc-13-18-0-62c8cc25 glide-dock_HTVS_1-0135 localhost [tscc-13-18]
 72  63 121 | finished  tscc-13-18-0-62c8c516 glide-dock_HTVS_1-0074 localhost [tscc-13-18]
 72  64 120 | launched  tscc-13-18-0-62c8ccad glide-dock_HTVS_1-0136 localhost [tscc-13-18]
 73  63 120 | finished  tscc-13-18-0-62c8c694 glide-dock_HTVS_1-0079 localhost [tscc-13-18]
 73  64 119 | launched  tscc-13-18-0-62c8cd04 glide-dock_HTVS_1-0137 localhost [tscc-13-18]
 74  63 119 | finished  tscc-13-18-0-62c8c68b glide-dock_HTVS_1-0075 localhost [tscc-13-18]
 75  62 119 | finished  tscc-13-18-0-62c8c80c glide-dock_HTVS_1-0088 localhost [tscc-13-18]
 76  61 119 | finished  tscc-13-18-0-62c8c80f glide-dock_HTVS_1-0089 localhost [tscc-13-18]
 77  60 119 | finished  tscc-13-18-0-62c8c812 glide-dock_HTVS_1-0090 localhost [tscc-13-18]
